,basement_b'N',basement_b'Y',state_b'AZ',state_b'IN',state_b'MA',state_b'MN',state_b'MO',state_b'ND',state_b'PA',state_b'R5',activity,Uppm,floor,lat,lon,zip
2538,0,1,0,0,0,0,0,0,1,0,136.90000176429749,1.81371,0,40.417,-77.981,16621
2539,0,1,0,0,0,0,0,0,1,0,151.69999647140503,2.56866,0,40.468,-79.982,15025
2540,0,1,0,0,0,1,0,0,0,0,37.0,1.40433,1,44.007,-95.181,56137
2541,1,0,0,1,0,0,0,0,0,0,166.5,2.49759,1,41.091,-85.067,46815
2542,1,0,0,1,0,0,0,0,0,0,214.60000705718994,1.69837,1,41.509,-87.073,46368
2543,1,0,0,1,0,0,0,0,0,0,74.0,1.90687,1,38.786,-85.439,47250
2544,1,0,1,0,0,0,0,0,0,0,129.5,2.01841,1,35.839,-111.77,86046
2545,0,1,0,0,0,0,0,0,1,0,11.100000441074371,2.67972,0,40.042,-76.248,17603
2546,0,1,0,0,0,0,1,0,0,0,14.800000220537186,2.2417,1,40.429,-95.423,64482
2547,0,1,0,1,0,0,0,0,0,0,14.800000220537186,2.09198,0,40.389,-86.894,47924
2548,0,1,0,0,1,0,0,0,0,0,29.60000044107437,2.5116,0,42.351,-71.908,1420
2549,0,1,0,0,0,0,1,0,0,0,469.89999294281006,1.57138,0,38.027,-92.766,65567
2550,0,1,0,0,0,0,0,1,0,0,88.80000352859497,1.70553,0,46.933,-97.248,58102
2551,1,0,0,0,0,0,0,1,0,0,351.5,1.77863,1,46.717,-101.283,58554
2552,0,1,0,0,0,0,0,1,0,0,0.0,1.54905,0,46.977,-100.469,58501
2553,0,1,0,0,1,0,0,0,0,0,40.70000088214874,2.5116,0,42.351,-71.908,1430
2554,0,1,0,0,0,0,0,0,1,0,140.59999823570251,3.15469,0,41.058,-75.339,18322
2555,1,0,0,0,0,0,0,0,0,1,122.09999823570251,0.421763,1,46.335,-84.536,49715
2556,0,1,0,1,0,0,0,0,0,0,3.7000000551342964,2.18588,0,40.606,-87.311,47971
2557,0,1,0,1,0,0,0,0,0,0,229.39999294281006,2.24875,1,39.769,-86.51,46165
2558,0,1,0,0,0,0,0,1,0,0,48.099998235702515,1.33728,0,46.979,-98.958,58401
2559,0,1,0,1,0,0,0,0,0,0,114.69999647140503,2.11897,0,39.49,-86.102,46142
2560,1,0,0,1,0,0,0,0,0,0,99.90000176429749,2.21002,1,40.311,-86.052,46049
2561,1,0,0,0,0,0,0,0,1,0,62.900001764297485,2.55323,1,40.682,-80.35,15066
2562,0,1,0,0,0,0,0,0,1,0,70.29999911785126,2.67869,0,41.177,-75.989,18640
2563,0,1,0,0,0,1,0,0,0,0,244.19999647140503,1.23666,0,44.022,-93.587,56048
2564,0,1,0,0,1,0,0,0,0,0,421.7999858856201,1.42956,0,41.987,-70.736,2401
2565,0,1,0,0,0,1,0,0,0,0,144.30000352859497,0.862876,0,45.038,-92.884,55042
2566,0,1,0,0,0,0,0,0,1,0,48.099998235702515,2.3585,0,39.973,-75.749,19344
2567,0,1,0,0,0,0,1,0,0,0,59.20000088214874,2.09233,0,39.31,-94.42,64118
2568,1,0,0,0,0,0,0,1,0,0,107.30000352859497,1.48424,1,46.936,-98.071,58072
2569,1,0,0,0,0,0,1,0,0,0,48.099998235702515,1.82299,1,37.113,-90.461,63957
2570,1,0,0,0,0,0,1,0,0,0,307.10000705718994,2.17261,1,37.81,-90.473,63601
2571,0,1,0,0,0,0,0,0,1,0,92.5,2.55323,0,40.682,-80.35,15061
2572,0,1,0,0,0,0,0,1,0,0,70.29999911785126,1.62023,0,47.922,-97.457,58201
2573,1,0,1,0,0,0,0,0,0,0,222.0,2.01841,1,35.839,-111.77,86040
2574,0,1,0,1,0,0,0,0,0,0,155.39999294281006,1.12399,0,41.617,-86.29,46614
2575,0,1,0,0,0,0,0,1,0,0,29.60000044107437,1.62023,0,47.922,-97.457,58201
2576,0,1,1,0,0,0,0,0,0,0,55.5,2.71407,0,35.704,-113.757,86403
2577,0,1,0,0,0,0,0,0,0,1,136.90000176429749,1.21727,0,44.41,-92.722,55089
2578,0,1,0,0,0,0,0,1,0,0,114.69999647140503,1.54905,1,46.977,-100.469,58501
2579,0,1,0,1,0,0,0,0,0,0,144.30000352859497,1.8806,0,39.103,-85.262,47006
2580,0,1,0,0,0,0,0,0,1,0,133.19999647140503,2.67031,0,40.852,-76.709,17872
2581,0,1,0,0,0,0,0,0,1,0,244.19999647140503,2.67869,0,41.177,-75.989,18707
2582,0,1,0,1,0,0,0,0,0,0,1258.0,1.12399,0,41.617,-86.29,46530
2583,0,1,0,0,0,0,1,0,0,0,247.89999294281006,1.79311,0,37.203,-94.34,64801
2584,0,1,0,0,0,0,0,0,1,0,162.80000352859497,2.56866,0,40.468,-79.982,15239
2585,0,1,0,0,0,0,1,0,0,0,547.6000070571899,1.72108,0,37.317,-91.965,65552
2586,0,1,0,0,0,0,1,0,0,0,62.900001764297485,2.12421,0,39.381,-94.773,64151
2587,0,1,0,0,0,0,1,0,0,0,466.2000141143799,2.10428,0,40.361,-94.883,64468
2588,0,1,0,1,0,0,0,0,0,0,136.90000176429749,2.06239,0,38.477,-85.708,47172
2589,0,1,0,1,0,0,0,0,0,0,74.0,2.29935,0,41.139,-85.505,46764
2590,1,0,1,0,0,0,0,0,0,0,307.10000705718994,3.43326,1,32.097,-111.789,85710
2591,1,0,0,1,0,0,0,0,0,0,7.400000110268593,2.2372,1,40.769,-86.045,46970
2592,0,1,0,0,0,1,0,0,0,0,51.79999911785126,0.976144,1,44.672,-93.066,55033
2593,0,1,0,0,0,0,0,1,0,0,25.89999955892563,1.14684,0,48.235,-100.636,58713
2594,0,1,0,0,0,1,0,0,0,0,7.400000110268593,0.717261,0,46.592,-92.677,55733
2595,1,0,0,1,0,0,0,0,0,0,196.10000705718994,2.49759,1,41.091,-85.067,46815
2596,0,1,0,0,0,0,0,1,0,0,210.89999294281006,1.99276,0,46.113,-103.52,58651
2597,1,0,1,0,0,0,0,0,0,0,29.60000044107437,3.11518,1,33.349,-112.491,85331
2598,0,1,0,0,0,0,0,0,1,0,33.29999911785126,2.56866,0,40.468,-79.982,15235
2599,1,0,0,1,0,0,0,0,0,0,22.200000882148743,2.06239,1,38.477,-85.708,47172
2600,1,0,0,1,0,0,0,0,0,0,192.39999294281006,1.97454,2,38.709,-86.803,47553
2601,0,1,0,0,0,0,0,0,1,0,99.90000176429749,2.00134,0,39.92,-79.647,15462
2602,1,0,1,0,0,0,0,0,0,0,11.100000441074371,3.39032,1,32.769,-113.904,85365
2603,1,0,1,0,0,0,0,0,0,0,133.19999647140503,3.43326,1,32.097,-111.789,85705
2604,0,1,0,1,0,0,0,0,0,0,188.69999647140503,1.30385,0,41.549,-86.742,46350
2605,0,1,0,0,0,0,0,1,0,0,181.30000352859497,1.70553,0,46.933,-97.248,58102
2606,1,0,1,0,0,0,0,0,0,0,159.10000705718994,3.11518,1,33.349,-112.491,85202
2607,0,1,0,0,0,0,0,1,0,0,262.69999647140503,1.54905,0,46.977,-100.469,58501
2608,0,1,0,0,0,1,0,0,0,0,677.0999717712402,0.510671,0,46.586,-94.969,56464
2609,1,0,0,1,0,0,0,0,0,0,11.100000441074371,2.14807,1,38.6,-86.105,47167
2610,0,1,0,0,0,1,0,0,0,0,55.5,0.658327,0,45.017,-93.099,55108
2611,0,1,0,0,0,0,0,1,0,0,366.2999858856201,1.54905,0,46.977,-100.469,58501
2612,1,0,0,1,0,0,0,0,0,0,88.80000352859497,2.06239,1,38.477,-85.708,47130
2613,0,1,0,0,0,0,0,0,1,0,7.400000110268593,2.38025,0,41.401,-79.759,16323
2614,1,0,0,0,1,0,0,0,0,0,25.89999955892563,1.96705,1,42.135,-72.632,1022
2615,0,1,0,0,0,1,0,0,0,0,318.2000141143799,0.976144,0,44.672,-93.066,55033
2616,0,1,0,0,0,0,0,1,0,0,92.5,1.54905,0,46.977,-100.469,58501
2617,0,1,0,1,0,0,0,0,0,0,103.59999823570251,2.09198,0,40.389,-86.894,47920
2618,0,1,0,0,1,0,0,0,0,0,0.0,1.42956,0,41.987,-70.736,2045
2619,1,0,0,1,0,0,0,0,0,0,33.29999911785126,1.88168,1,38.688,-87.419,47512
2620,0,1,0,0,0,0,0,0,1,0,14.800000220537186,3.28,0,40.007,-75.135,19147
2621,0,1,0,0,0,0,0,1,0,0,92.5,1.62023,0,47.922,-97.457,58201
2622,0,1,0,0,0,0,1,0,0,0,55.5,1.95809,0,37.502,-94.347,64769
2623,1,0,1,0,0,0,0,0,0,0,129.5,2.34707,1,31.879,-109.751,85603
2624,0,1,0,0,0,0,1,0,0,0,314.5,1.97126,1,36.687,-91.403,65791
2625,1,0,0,1,0,0,0,0,0,0,751.0999717712402,1.12399,1,41.617,-86.29,46628
2626,0,1,0,0,1,0,0,0,0,0,62.900001764297485,2.43343,0,42.485,-71.392,2173
2627,0,1,0,0,0,0,0,0,1,0,51.79999911785126,2.40263,0,41.772,-77.255,16933
2628,1,0,0,1,0,0,0,0,0,0,14.800000220537186,2.17969,1,39.782,-86.138,46224
2629,0,1,0,0,0,0,0,0,1,0,225.69999647140503,2.27287,0,40.706,-76.216,17983
2630,0,1,0,0,0,0,0,0,1,0,159.10000705718994,2.63999,0,41.437,-75.61,18517
2631,0,1,0,0,0,0,0,1,0,0,96.19999647140503,1.15412,0,48.269,-98.72,58325
2632,0,1,0,0,0,0,1,0,0,0,55.5,1.66392,1,38.424,-92.886,65011
2633,0,1,0,0,0,0,0,1,0,0,92.5,1.70553,0,46.933,-97.248,58012
2634,1,0,1,0,0,0,0,0,0,0,825.0999717712402,3.11518,1,33.349,-112.491,85032
2635,0,1,0,0,0,0,0,0,1,0,192.39999294281006,2.09744,1,39.871,-77.218,17325
2636,0,1,0,0,0,0,1,0,0,0,25.89999955892563,2.17261,0,37.81,-90.473,63601
2637,0,1,0,0,0,0,0,0,0,1,33.29999911785126,0.537899,1,45.151,-86.037,49682
2638,0,1,0,0,1,0,0,0,0,0,18.5,1.42956,0,41.987,-70.736,2401
2639,0,1,0,1,0,0,0,0,0,0,321.89999294281006,2.49759,0,41.091,-85.067,46805
2640,0,1,0,0,0,0,0,0,1,0,77.69999647140503,2.61454,0,40.652,-79.088,15701
2641,0,1,0,0,0,0,0,0,1,0,410.7000141143799,2.24475,0,41.302,-80.258,16146
2642,0,1,0,0,0,1,0,0,0,0,11.100000441074371,1.40433,1,44.007,-95.181,56174
2643,1,0,0,0,0,0,1,0,0,0,0.0,1.99752,1,37.322,-90.026,63782
2644,0,1,0,0,0,0,0,0,1,0,55.5,2.56866,0,40.468,-79.982,15236
2645,0,1,0,0,0,0,0,1,0,0,140.59999823570251,1.33728,0,46.979,-98.958,58401
2646,1,0,0,0,0,0,1,0,0,0,74.0,2.10811,1,39.008,-94.347,64134
2647,0,1,0,0,1,0,0,0,0,0,85.09999823570251,2.04101,0,42.289,-70.776,2056
2648,0,1,0,0,0,0,1,0,0,0,33.29999911785126,1.66622,0,38.636,-90.245,63116
2649,0,1,0,0,0,0,0,1,0,0,181.30000352859497,1.75258,0,47.309,-101.831,58545
2650,1,0,0,0,0,0,0,0,1,0,3.7000000551342964,2.67972,1,40.042,-76.248,17512
2651,1,0,0,0,0,0,1,0,0,0,270.10000705718994,1.63466,1,37.825,-92.207,65556
2652,0,1,0,1,0,0,0,0,0,0,22.200000882148743,2.49759,0,41.091,-85.067,46802
2653,0,1,0,1,0,0,0,0,0,0,325.60000705718994,2.04177,0,38.319,-85.907,47150
2654,0,1,0,0,0,1,0,0,0,0,7.400000110268593,0.862876,0,45.038,-92.884,55071
2655,0,1,0,0,0,0,0,1,0,0,240.5,1.62023,0,47.922,-97.457,58201
2656,0,1,0,0,0,0,1,0,0,0,66.59999823570251,1.66622,0,38.636,-90.245,63114
2657,1,0,1,0,0,0,0,0,0,0,111.0,2.71407,1,35.704,-113.757,86401
2658,0,1,0,0,0,0,0,0,1,0,44.400001764297485,2.56866,0,40.468,-79.982,15201
2659,0,1,0,0,0,0,1,0,0,0,40.70000088214874,2.10811,0,39.008,-94.347,64131
2660,0,1,0,0,0,1,0,0,0,0,59.20000088214874,0.622088,0,47.588,-92.462,55804
2661,0,1,0,1,0,0,0,0,0,0,347.7999858856201,2.09198,0,40.389,-86.894,47906
2662,0,1,0,0,0,1,0,0,0,0,48.099998235702515,0.907991,0,45.005,-93.477,55427
2663,1,0,1,0,0,0,0,0,0,0,48.099998235702515,2.26437,1,35.396,-109.488,85936
2664,1,0,0,1,0,0,0,0,0,0,140.59999823570251,2.20472,1,39.931,-85.396,47362
2665,0,1,0,0,0,0,0,0,1,0,74.0,2.61898,0,40.912,-79.913,16063
2666,0,1,0,0,0,0,0,0,1,0,48.099998235702515,2.24475,0,41.302,-80.258,16125
2667,0,1,0,0,0,0,0,1,0,0,307.10000705718994,1.70553,1,46.933,-97.248,58103
2668,1,0,0,0,0,0,0,0,1,0,70.29999911785126,1.82237,1,39.917,-75.4,19073
2669,0,1,0,0,0,0,0,0,1,0,96.19999647140503,1.82237,0,39.917,-75.4,19083
2670,1,0,0,0,0,0,0,0,0,1,81.40000176429749,0.582969,1,45.525,-87.509,49845
2671,0,1,0,0,0,0,1,0,0,0,118.40000176429749,2.09233,0,39.31,-94.42,64118
2672,0,1,0,0,0,0,0,0,1,0,33.29999911785126,2.1283,0,42.12,-80.098,16415
2673,0,1,0,0,0,0,0,0,1,0,70.29999911785126,2.39804,0,41.649,-75.304,18473
2674,0,1,0,0,0,0,0,1,0,0,192.39999294281006,1.85971,0,46.433,-102.46,58647
2675,0,1,0,0,0,0,1,0,0,0,151.69999647140503,2.08563,0,39.066,-93.786,64001
2676,0,1,0,0,0,0,1,0,0,0,247.89999294281006,2.10811,0,39.008,-94.347,64063
2677,0,1,0,0,0,0,1,0,0,0,40.70000088214874,1.9292,0,39.961,-93.985,64670
2678,0,1,0,0,0,0,0,0,1,0,40.70000088214874,2.56866,0,40.468,-79.982,15243
2679,0,1,0,0,0,0,0,0,1,0,55.5,2.24475,0,41.302,-80.258,16159
2680,1,0,0,0,0,0,1,0,0,0,33.29999911785126,1.57138,1,38.027,-92.766,65065
2681,0,1,0,0,1,0,0,0,0,0,85.09999823570251,0.0,0,41.777,-70.257,2632
2682,0,1,0,0,0,0,0,1,0,0,85.09999823570251,1.2988,0,48.772,-99.841,58369
2683,0,1,0,0,0,0,0,0,0,1,203.5,0.869524,0,46.7,-88.352,49908
2684,0,1,0,0,0,0,0,0,1,0,129.5,2.63999,0,41.437,-75.61,18444
2685,0,1,0,0,1,0,0,0,0,0,225.69999647140503,1.61977,0,42.371,-73.207,1267
2686,0,1,0,0,1,0,0,0,0,0,29.60000044107437,2.04101,0,42.289,-70.776,2186
2687,0,1,0,0,1,0,0,0,0,0,111.0,2.43343,0,42.485,-71.392,1890
2688,1,0,1,0,0,0,0,0,0,0,210.89999294281006,3.43326,1,32.097,-111.789,85745
2689,1,0,0,0,0,0,1,0,0,0,244.19999647140503,1.84293,1,37.258,-93.342,65807
2690,0,1,0,0,0,0,0,0,1,0,48.099998235702515,2.04444,0,40.415,-76.78,17113
2691,0,1,0,0,0,0,0,0,1,0,33.29999911785126,2.84751,0,41.789,-76.516,18833
2692,0,1,0,0,0,0,1,0,0,0,66.59999823570251,1.78014,0,38.992,-92.309,65203
2693,1,0,0,0,0,0,1,0,0,0,410.7000141143799,1.72279,1,37.281,-92.876,65713
2694,0,1,0,0,0,0,0,0,1,0,29.60000044107437,2.09744,0,39.871,-77.218,17325
2695,0,1,0,0,0,0,0,0,1,0,14.800000220537186,2.37216,9,40.991,-80.334,16120
2696,1,0,0,0,0,0,0,0,1,0,25.89999955892563,2.56866,0,40.468,-79.982,15212
2697,1,0,0,0,0,0,1,0,0,0,51.79999911785126,1.72108,1,37.317,-91.965,65571
2698,0,1,0,0,0,0,0,0,1,0,344.10000705718994,2.1283,0,42.12,-80.098,16412
2699,0,1,0,0,0,0,1,0,0,0,814.0,1.77056,1,37.607,-91.508,65560
2700,1,0,0,0,0,0,1,0,0,0,244.19999647140503,1.66622,1,38.636,-90.245,63129
2701,1,0,0,0,0,0,1,0,0,0,74.0,2.10811,1,39.008,-94.347,64128
2702,0,1,0,0,0,0,0,0,1,0,55.5,2.3585,0,39.973,-75.749,19312
2703,1,0,1,0,0,0,0,0,0,0,148.0,3.43326,1,32.097,-111.789,85730
2704,0,1,1,0,0,0,0,0,0,0,14.800000220537186,2.66527,9,34.6,-112.554,86326
2705,1,0,1,0,0,0,0,0,0,0,136.90000176429749,3.11518,1,33.349,-112.491,85202
2706,0,1,0,0,0,0,1,0,0,0,62.900001764297485,2.09233,0,39.31,-94.42,64119
2707,1,0,1,0,0,0,0,0,0,0,2349.5,3.11518,1,33.349,-112.491,85201
2708,0,1,0,0,0,0,0,1,0,0,85.09999823570251,1.62023,0,47.922,-97.457,58201
2709,0,1,0,1,0,0,0,0,0,0,51.79999911785126,2.23071,0,40.051,-86.469,46052
2710,0,1,0,1,0,0,0,0,0,0,33.29999911785126,1.58091,0,41.244,-85.861,46567
2711,0,1,0,0,0,0,0,0,1,0,70.29999911785126,2.55323,0,40.682,-80.35,15005
2712,0,1,0,0,0,0,0,1,0,0,96.19999647140503,1.62023,0,47.922,-97.457,58201
2713,0,1,0,0,0,0,0,0,1,0,4972.799774169922,2.67972,0,40.042,-76.248,17545
2714,0,1,0,0,0,0,0,0,1,0,33.29999911785126,3.28155,0,40.754,-75.308,18017
2715,0,1,0,0,0,0,0,1,0,0,22.200000882148743,1.71129,0,47.115,-101.34,58530
2716,0,1,0,0,1,0,0,0,0,0,18.5,2.00698,0,42.639,-70.905,1810
2717,1,0,1,0,0,0,0,0,0,0,266.39999294281006,2.42466,1,35.4,-110.321,86032
2718,0,1,0,0,1,0,0,0,0,0,129.5,2.5116,0,42.351,-71.908,1527
2719,0,1,0,0,0,0,0,0,0,1,14.800000220537186,0.678591,0,46.053,-89.515,54538
2720,0,1,0,0,0,0,1,0,0,0,296.0,1.66622,0,38.636,-90.245,63146
2721,0,1,0,0,0,1,0,0,0,0,173.89999294281006,0.428565,0,45.273,-93.246,55025
2722,0,1,0,0,0,0,0,0,1,0,133.19999647140503,2.56866,0,40.468,-79.982,15108
2723,0,1,0,0,0,0,0,1,0,0,181.30000352859497,1.91522,0,46.811,-102.655,58601
2724,0,1,0,0,1,0,0,0,0,0,199.80000352859497,2.43343,0,42.485,-71.392,1876
2725,0,1,0,0,1,0,0,0,0,0,140.59999823570251,1.96705,0,42.135,-72.632,1036
2726,0,1,0,0,0,0,0,1,0,0,22.200000882148743,1.29232,0,46.98,-99.78,58487
2727,1,0,1,0,0,0,0,0,0,0,225.69999647140503,3.11518,1,33.349,-112.491,85044
2728,1,0,1,0,0,0,0,0,0,0,606.7999858856201,3.11518,1,33.349,-112.491,85032
2729,0,1,0,0,0,0,0,0,1,0,40.70000088214874,2.08844,0,40.481,-78.349,16662
2730,0,1,0,0,0,0,0,1,0,0,48.099998235702515,1.54905,0,46.977,-100.469,58504
2731,0,1,0,0,0,0,0,0,0,1,196.10000705718994,0.603508,0,47.72,-90.388,55606
2732,1,0,1,0,0,0,0,0,0,0,66.59999823570251,2.99849,1,32.904,-111.344,85292
2733,0,1,0,0,0,0,0,0,1,0,481.0,2.67869,0,41.177,-75.989,18201
2734,0,1,0,0,0,1,0,0,0,0,59.20000088214874,1.48399,0,44.414,-95.839,56258
2735,0,1,0,0,0,0,0,1,0,0,44.400001764297485,1.25606,0,46.11,-98.504,58471
2736,0,1,0,0,0,0,0,0,1,0,62.900001764297485,3.47022,0,41.028,-76.659,17821
2737,0,1,0,0,0,0,0,0,1,0,111.0,2.00134,0,39.92,-79.647,15417
2738,0,1,0,0,0,1,0,0,0,0,296.0,1.21306,0,44.354,-93.296,55021
2739,0,1,0,0,1,0,0,0,0,0,44.400001764297485,2.43343,0,42.485,-71.392,1721
2740,1,0,0,1,0,0,0,0,0,0,133.19999647140503,1.85902,1,40.956,-87.398,46349
2741,0,1,0,0,0,0,0,1,0,0,81.40000176429749,1.51247,0,47.607,-101.322,58577
2742,0,1,0,0,0,0,0,0,1,0,207.19999647140503,1.90071,0,39.972,-79.028,15557
2743,0,1,0,0,0,0,0,1,0,0,203.5,1.14577,0,48.772,-98.465,58322
2744,0,1,0,0,0,0,0,0,1,0,7.400000110268593,2.56866,0,40.468,-79.982,15108
2745,1,0,0,0,0,0,0,0,0,1,96.19999647140503,1.04286,1,44.474,-87.993,54313
2746,1,0,0,0,0,0,1,0,0,0,159.10000705718994,2.08563,1,39.066,-93.786,64037
2747,1,0,0,1,0,0,0,0,0,0,22.200000882148743,1.79318,1,41.472,-87.376,46407
2748,0,1,0,1,0,0,0,0,0,0,580.8999929428101,1.30385,0,41.549,-86.742,46350
2749,0,1,0,0,0,0,1,0,0,0,103.59999823570251,1.60512,0,36.905,-94.339,64850
2750,1,0,1,0,0,0,0,0,0,0,384.7999858856201,3.11518,1,33.349,-112.491,85301
2751,0,1,0,0,0,0,1,0,0,0,96.19999647140503,2.17261,1,37.81,-90.473,63601
2752,0,1,0,0,0,1,0,0,0,0,48.099998235702515,0.505752,1,48.771,-94.905,56623
2753,0,1,0,0,0,1,0,0,0,0,70.29999911785126,1.16193,0,44.284,-92.23,55964
2754,0,1,0,0,0,0,0,0,1,0,107.30000352859497,2.61898,0,40.912,-79.913,16063
2755,0,1,0,0,1,0,0,0,0,0,107.30000352859497,2.43343,1,42.485,-71.392,1824
2756,0,1,0,0,0,1,0,0,0,0,136.90000176429749,1.12344,0,45.552,-94.613,56301
2757,0,1,0,0,0,0,0,0,1,0,51.79999911785126,2.55323,0,40.682,-80.35,15042
2758,0,1,0,0,0,0,0,0,1,0,25.89999955892563,2.67869,0,41.177,-75.989,18704
2759,1,0,1,0,0,0,0,0,0,0,255.30000352859497,3.11518,1,33.349,-112.491,85208
2760,0,1,0,0,0,0,1,0,0,0,40.70000088214874,2.04573,0,36.653,-90.864,63939
2761,1,0,0,0,0,0,0,0,1,0,70.29999911785126,2.05186,1,40.164,-77.266,17055
2762,1,0,0,0,0,0,1,0,0,0,11.100000441074371,2.09884,1,38.744,-93.806,64761
2763,0,1,0,1,0,0,0,0,0,0,7.400000110268593,2.17969,0,39.782,-86.138,46234
2764,0,1,0,0,0,0,0,0,1,0,851.0,2.67972,0,40.042,-76.248,17543
2765,1,0,0,0,0,0,0,0,0,1,111.0,0.869524,1,46.7,-88.352,49908
2766,1,0,0,0,0,0,0,1,0,0,18.5,1.3624,0,48.767,-97.552,58276
2767,0,1,0,0,0,0,0,1,0,0,281.19999647140503,1.62023,0,47.922,-97.457,58201
2768,1,0,0,1,0,0,0,0,0,0,107.30000352859497,2.49759,1,41.091,-85.067,46804
2769,0,1,0,0,0,0,1,0,0,0,14.800000220537186,2.10811,0,39.008,-94.347,64129
2770,0,1,0,0,0,0,0,0,1,0,229.39999294281006,2.56866,0,40.468,-79.982,15212
2771,0,1,0,0,0,0,1,0,0,0,247.89999294281006,1.68632,0,38.64,-90.444,63074
2772,0,1,0,0,0,0,0,1,0,0,181.30000352859497,1.15412,1,48.269,-98.72,58382
2773,0,1,0,0,0,0,0,0,1,0,114.69999647140503,2.95083,0,40.337,-75.107,18972
2774,1,0,1,0,0,0,0,0,0,0,48.099998235702515,2.42466,1,35.4,-110.321,85935
2775,0,1,0,0,0,0,0,1,0,0,296.0,1.70553,0,46.933,-97.248,58103
2776,1,0,0,1,0,0,0,0,0,0,166.5,1.12399,1,41.617,-86.29,46614
2777,1,0,0,1,0,0,0,0,0,0,1165.5,2.17969,1,39.782,-86.138,46241
2778,1,0,0,0,0,0,0,0,1,0,66.59999823570251,2.55323,1,40.682,-80.35,16123
2779,1,0,1,0,0,0,0,0,0,0,333.0,3.11518,1,33.349,-112.491,85308
2780,0,1,0,1,0,0,0,0,0,0,44.400001764297485,2.49759,0,41.091,-85.067,46805
2781,0,1,0,0,0,0,1,0,0,0,469.89999294281006,1.98276,0,39.66,-94.806,64507
2782,1,0,0,0,0,0,0,0,0,1,37.0,0.810536,1,45.938,-93.63,56359
2783,1,0,1,0,0,0,0,0,0,0,22.200000882148743,3.11518,1,33.349,-112.491,85206
2784,0,1,0,0,0,0,0,0,0,1,114.69999647140503,1.29912,9,44.111,-87.512,54135
2785,0,1,0,0,0,1,0,0,0,0,37.0,1.31208,0,44.035,-94.067,56055
2786,1,0,0,0,1,0,0,0,0,0,107.30000352859497,2.00698,0,42.639,-70.905,1833
2787,1,0,0,0,0,0,0,0,0,1,22.200000882148743,0.552472,1,47.974,-94.937,56671
2788,0,1,0,1,0,0,0,0,0,0,37.0,2.19072,0,40.227,-85.397,47302
2789,0,1,0,0,1,0,0,0,0,0,381.10000705718994,0.0,9,42.349,-70.982,2155
2790,1,0,0,1,0,0,0,0,0,0,85.09999823570251,1.30385,0,41.549,-86.742,46350
2791,0,1,0,0,0,0,0,0,1,0,292.30000352859497,2.56866,0,40.468,-79.982,15137
2792,1,0,0,0,0,0,0,1,0,0,59.20000088214874,1.77863,1,46.717,-101.283,58554
2793,0,1,0,0,0,0,1,0,0,0,18.5,1.83885,0,38.782,-90.675,63332
2794,0,1,0,0,0,1,0,0,0,0,214.60000705718994,1.31208,0,44.035,-94.067,56001
2795,0,1,0,0,0,0,1,0,0,0,7.400000110268593,2.10811,0,39.008,-94.347,64132
2796,1,0,0,0,0,0,0,0,1,0,18.5,2.56866,1,40.468,-79.982,15227
2797,0,1,0,0,0,1,0,0,0,0,92.5,0.95424,0,46.071,-94.897,56347
2798,0,1,0,0,1,0,0,0,0,0,37.0,0.0,0,41.777,-70.257,2641
2799,0,1,0,0,0,0,1,0,0,0,51.79999911785126,2.10811,0,39.008,-94.347,64133
2800,1,0,0,1,0,0,0,0,0,0,244.19999647140503,2.30591,1,40.484,-86.117,46936
2801,1,0,1,0,0,0,0,0,0,0,40.70000088214874,3.43326,1,32.097,-111.789,85718
2802,0,1,0,0,0,0,0,1,0,0,199.80000352859497,1.70553,0,46.933,-97.248,58078
2803,0,1,0,0,0,1,0,0,0,0,0.0,0.976144,0,44.672,-93.066,55118
2804,0,1,0,0,0,1,0,0,0,0,33.29999911785126,0.907991,0,45.005,-93.477,55441
2805,0,1,0,0,1,0,0,0,0,0,96.19999647140503,2.00698,0,42.639,-70.905,1906
2806,1,0,0,0,0,0,0,0,1,0,129.5,2.55323,1,40.682,-80.35,15042
2807,0,1,0,0,0,0,0,0,1,0,140.59999823570251,2.37216,0,40.991,-80.334,16116
2808,1,0,1,0,0,0,0,0,0,0,37.0,3.11518,1,33.349,-112.491,85205
2809,1,0,0,1,0,0,0,0,0,0,51.79999911785126,2.11897,1,39.49,-86.102,46184
2810,0,1,0,1,0,0,0,0,0,0,48.099998235702515,2.06239,0,38.477,-85.708,47130
2811,0,1,0,0,0,0,0,0,1,0,299.7000141143799,1.90071,0,39.972,-79.028,15501
2812,0,1,0,0,0,0,1,0,0,0,969.4000282287598,1.66622,0,38.636,-90.245,63123
2813,0,1,0,0,0,0,0,1,0,0,225.69999647140503,1.62023,0,47.922,-97.457,58201
2814,1,0,1,0,0,0,0,0,0,0,22.200000882148743,3.11518,1,33.349,-112.491,85351
2815,1,0,0,0,0,0,1,0,0,0,281.19999647140503,1.83228,1,39.143,-92.696,65248
2816,0,1,0,0,0,0,0,1,0,0,103.59999823570251,1.34533,0,47.922,-98.192,58272
2817,0,1,0,0,0,0,0,1,0,0,140.59999823570251,1.37608,1,46.457,-99.477,58460
2818,0,1,0,0,0,0,0,1,0,0,173.89999294281006,1.82169,0,47.74,-103.395,58790
2819,0,1,0,0,0,0,0,0,1,0,37.0,2.05186,0,40.164,-77.266,17241
2820,0,1,0,0,0,1,0,0,0,0,22.200000882148743,0.948014,0,45.945,-93.293,55051
